nombre_invocador,Hide on bush,pleroma chronou,Wesley Warren Jr,GOOD GAME GG EZ,Jænsen,dajor25,Percy Magic,M1dLaoBan,Disabled Chattt,boiat nastana,Total
agorinas,0.00022149454457343404,0.00026370184660793786,0.002016804987361818,0.0004123306394758608,0.0004590950002491135,0.0003229522689358051,0.001275829569341842,0.0017096838025113142,9.995066693006908e-05,0.0020499464323141584,0.008831789758301352
New Generation,0.00021117083342291052,0.00025051552012564187,0.0028709942752963087,0.0003519888591658407,0.00044292815820863146,0.0002967753393195708,0.001164784177959721,0.0013433515240499504,9.904193647250447e-05,0.001621682093798086,0.008653232717819167
KR tacokiller,0.00019888187745981508,0.00023403316842805102,0.002348940703009306,0.00034737704600762604,0.00038822662119836654,0.00027631001293861864,0.0013721501375700644,0.0013073934094040927,9.632334367409273e-05,0.0019355289169254843,0.008505165236615517
wegshsdfah,0.0002227245436077768,0.0002662920212193061,0.0015762307599020784,0.0004422746373102515,0.00044895018028813223,0.0003339248533677002,0.0013720751586749412,0.0017288703430665944,9.976814278248352e-05,0.0018645032154786616,0.008355613855697925
BrightBehaviour,0.00021633594302567847,0.00025405262401961425,0.002032004634128459,0.00039618059141768896,0.00044369493453984824,0.0003070251557409528,0.001202046566550313,0.0014286065675277679,9.911441068393711e-05,0.0019684496738169932,0.008347511101451252
German Shepherd,0.00021841543130811101,0.00025994337715116,0.0026042661842642823,0.0003598810404845487,0.0004701678270229808,0.0003088796280688983,0.0010875808625301902,0.001367905466267249,0.0001004253081312037,0.0015116661844201203,0.008289131309648744
BOBOPIPLUP,0.00022125954406794927,0.00026661049401917005,0.0022306848836075558,0.0003775326800399241,0.0004671702969356428,0.00033331368110238886,0.0013689219641629638,0.0013659827317044576,0.00010069787998145037,0.0014337204422200957,0.008165894597841599
Mandioguila,0.00020586374388672702,0.0002441358396560532,0.002286767152523465,0.000351308486267069,0.0004217659268241588,0.00028928178572560243,0.0011745932131976278,0.0012527245064951871,9.789382192711809e-05,0.0018269352992597077,0.008151269775762715
aimyon36,0.00019549467475747716,0.00022909384670949162,0.0018893332445067508,0.00035099611192464925,0.00037427798797740665,0.0002712062824529038,0.0014809651300038984,0.0012504894340048182,9.540884087474897e-05,0.0019693628478077386,0.008106628401019883
ssavraa,0.00022191266172246835,0.0002684116069180041,0.002605179907008738,0.0003496176157657147,0.00048617160895898315,0.0003142303736563184,0.00101650948850849,0.0014215957575406403,0.00010160306989879409,0.001275223157876971,0.008060455247855123
KY5EK4,0.00020985542445018664,0.0002473120668477279,0.00131521439278181,0.0004275404762713129,0.00040132899369942516,0.0003247396994525212,0.0021622218803329625,0.0011136408276891789,9.732685247054838e-05,0.0017289275465643091,0.008028108160559981
TTV AKASHI10,0.00019455506085190713,0.00022793331862128364,0.0017643307244893226,0.0003539093430525741,0.0003704048349104777,0.00027025631765681076,0.0014987091995857938,0.001210566221295283,9.513331984029818e-05,0.0020408019325410015,0.008026600272844754
4zr,0.00022538525137814214,0.000270750997126991,0.0024862475570385937,0.0003656328657116598,0.0004972218262408316,0.00032407835422332813,0.0010479051436878516,0.0013179651695398302,0.00010185864163404621,0.001381545064702826,0.0080185908712841
春はゆく,0.0001971267175466945,0.0002318051300174391,0.0019194376940163652,0.0003468558271247723,0.0003865002886784352,0.0002741241101273223,0.001316284976629423,0.0011993140840136805,9.589857362630261e-05,0.0020335944313489875,0.00800094183312942
wx 499999953,0.00021529741891632774,0.00025589791364242007,0.0022628056617478853,0.00036179116538016023,0.0004610026122694514,0.0003048511488104978,0.0010838261836823362,0.0012890465229872384,9.968095891337105e-05,0.0016247047340332602,0.007958904320382949
PiMP DADDY1233,0.00019782658287493504,0.0002310850253429968,0.0018910964899475587,0.00035923129188191724,0.00037492868900153856,0.0002744124489528658,0.0014042363222263542,0.001243784889771784,9.575322989598067e-05,0.0017946052385162503,0.00786696020841218
NNJ ShaunMaker,0.00020740576111579476,0.00024618755229411786,0.0022085365959135534,0.00034794863012949014,0.00042997365094133377,0.00029052776447281286,0.0011275184626402385,0.0012647251416195709,9.829436269422137e-05,0.001609730622748465,0.007830848544569599
Zayco,0.0001980364038165286,0.0002322037317475936,0.0020506023154660785,0.00034793543151831973,0.0003784377180395648,0.00027385625656054077,0.001354362442254597,0.0012568737265189983,9.610023398204236e-05,0.001616862988807884,0.007805271248712146
DARK WlNGS,0.00021988670251030836,0.0002689633266315243,0.0014112998321430279,0.000408225904372524,0.0004442206869655914,0.0003311843773776623,0.0012411527762723024,0.0019054332885022323,9.972842999784146e-05,0.0014460185055484734,0.007776113830321487
Quad,0.00021965814897253848,0.000259144433683374,0.0013517093598202393,0.0004540676477564615,0.0004238308221315935,0.00034601068509175064,0.0019010513305165082,0.0011984644814044799,9.899259415557046e-05,0.0015013322725927584,0.007754261776125274
QUINDINHO,0.00037364266831670513,0.00047954242851255726,0.0004325396256844434,0.0002802799072676754,0.004392083026800613,0.0004783709905371523,0.0003701316514209511,0.00041455571763875776,0.00012707796694637723,0.00038713743556486837,0.0077353614186901
russin molejo,0.00022199621288843346,0.0002681777982595643,0.0013098475157035543,0.000437708525055231,0.0004447295221842767,0.00032593834340871207,0.0011072814576794877,0.0019532027542930918,9.964126797760251e-05,0.0015554719676548218,0.007723995365104776
封弊者,0.00021178834839345075,0.00025167815236678686,0.002266636058752326,0.00034785208353289946,0.00045059937138591116,0.0002977536905506951,0.0010708944464960408,0.0012131284399274267,9.930600785138149e-05,0.001505335549859872,0.007714972149116791
ObsoIete,0.00021967703842894678,0.0002667038219617906,0.0021989302684950643,0.00034307472455797337,0.0004812596894155057,0.0003089792200575015,0.000995040481478732,0.0015603552057878386,0.00010120552765320514,0.0012330041609615527,0.007708230138798111
Likable,0.00023017130313280316,0.00027352296220380367,0.0017751402737362634,0.00041237614721756897,0.0004940965374053816,0.0003402633133899197,0.0011150960006421832,0.0013357691776767191,0.00010163903349179089,0.0015106791107694262,0.0075887538596658595
Wind19,0.00019451277523563446,0.00022689847496461412,0.001364916857736151,0.000366808098352532,0.000369056923005764,0.0002721952908740343,0.0014506055499047819,0.0010762597974262047,9.488606496655874e-05,0.002166786115236634,0.007582925947702909
Sleepy,0.0002220618984978388,0.00026828964387762527,0.0021382536573566094,0.0003536116092954465,0.0004904694770363683,0.0003187643382179102,0.0010297704886487863,0.001293779917204131,0.00010150502875277228,0.001298058238330584,0.007514564297218071
Xuchi,0.00021924300288707067,0.00026200514003748106,0.002272977518773052,0.0003440851800270839,0.00048515115437204967,0.0003086073115786536,0.0009897051495744158,0.0012191363990047763,0.00010102476037596923,0.0012941356631614206,0.007496071279791973
SUPERSERIN,0.0002232235051640554,0.0002619786211192336,0.0016025640613367624,0.00042383545312527207,0.0004489456108894199,0.0003222552631943044,0.0011501192529922756,0.0013960546146225704,0.00010001573308576703,0.001550519164032553,0.007479511279562213
brast,0.0002295631148312902,0.0002752405907542392,0.0017698081492001016,0.0003868551851826705,0.0005108544280678489,0.0003331471255144377,0.0010163753119089031,0.0013415754800495346,0.00010206081505481738,0.0014044219061590975,0.007369902106722941
IIrrooGG,0.0002030066255699674,0.0002464175221580803,0.0012183703657335273,0.00037873988482237017,0.0003909068804807561,0.00029000887104436144,0.001147260559932924,0.0018432698462676033,9.658832192223425e-05,0.0014930419746219182,0.007307610852553743
Little Mandiocaa,0.00022260479106820362,0.00026792864416400633,0.002172592746989022,0.0003448266422216607,0.0004963910473349246,0.00031571719556916527,0.0009680583336848596,0.0011865473275548951,0.00010188007795143936,0.0012265155524188946,0.0073030623589570715
Polkα,0.00022489127226157918,0.00027080893240181904,0.002179837511317144,0.000343428790021378,0.0004979713079079334,0.00031709668057021466,0.0009553419097824286,0.0012388619309428451,0.00010237934197405037,0.0011443020388293113,0.007274919716008703
Jerry Wooters,0.00023661343224175486,0.00028760822810905624,0.0015690188373936038,0.0004048548352171898,0.0005266152802756727,0.0003585639868353856,0.0010577385588389867,0.0014414152021463486,0.0001030139433214394,0.0012786478887584355,0.007264090193137873
Besha,0.00021924821248051461,0.00026078207336969697,0.0018482070437198831,0.0003612911981556864,0.00048093046155268633,0.00031122535815116816,0.000993944095724703,0.0011784100431751251,0.00010052413267657946,0.0014342998722714484,0.007188862491277491
broken mirror,0.00020004066191882034,0.00023344871790259,0.0016731059657919373,0.0003575965814539679,0.00037946749620380437,0.0002766179415253823,0.0012141127565159456,0.0011708535642389586,9.629763068369009e-05,0.0015135255083120536,0.007115066824547151
Painfυl,0.00023150580341052142,0.00028121413806748573,0.0019668362526306608,0.00034935658392075587,0.0005289986304145808,0.0003298355526983749,0.0009179121669063172,0.0012553867656810607,0.00010356344056355837,0.0010865962162915077,0.007051205550584823
RIV Punga,0.00019210462655609668,0.0002240857219229883,0.0013491718919876198,0.00034787953258426726,0.0003610915167254939,0.0002661233851641117,0.0014018341056473286,0.0010358475484157873,9.473691414078298e-05,0.0016283973588607137,0.00690127260200519
CINNAMON GlRL,0.0002295570357439622,0.0002746229798164873,0.001800390945546216,0.0003610352486280811,0.0005294274136083615,0.00032729338138087744,0.0009183429327947775,0.001153609379167272,0.00010264973190395223,0.0011982415734733021,0.006895170622063289
BLADE ENMA,0.0002322563825744449,0.0002799998120668874,0.001601872144003425,0.0003762894705738992,0.0005266866925989335,0.0003320170308236854,0.0009019841872660313,0.001248723690465507,0.00010288094918612373,0.0012245786201915524,0.006827288979750489
SSUNSSUN,0.0002326580873552573,0.000278235861480474,0.0017348267051241599,0.0003615742680813387,0.0005213124427519418,0.00033072328993933534,0.0009220865266461883,0.0012065317710423175,0.0001032585647613036,0.0010989786833683671,0.006790186200550684
AsIfItsYourLast,0.00022798596923902085,0.0002731479340741359,0.0016730741593389423,0.0003530910990732565,0.0005290395714027435,0.00032416491560763224,0.0009019473729719971,0.0011201613771579194,0.00010257209377198694,0.0011669392265744158,0.006672123719212051
Alex Blais,0.00022758844147019607,0.00026728451496462927,0.0013407697227586976,0.0004184581946669141,0.0004809482505622506,0.0003251847221941141,0.0009391982302691235,0.0011521313976799793,0.00010097498753144545,0.001404334298256205,0.006656872760353556
Nomanz,0.00024181666932025653,0.00029524523165803994,0.0012691014704308298,0.0004158193159622667,0.0005265026989268668,0.0003867120066438467,0.001040302425048101,0.0011462490991717318,0.0001038863141182669,0.0010644996309835317,0.0064901348622637385
cikcik,0.00024003979120208735,0.0002870555028806705,0.0014192011773532802,0.0003825254314338778,0.0005520559384483204,0.00034536089694817005,0.0008720371331409044,0.0011497695489351182,0.00010410400744198906,0.0010887364400430273,0.006440885867827445
TF Honest,0.00023473912831733834,0.0002873367516871033,0.0015515650717904646,0.0003405002230596815,0.0005586130915390383,0.00033539113939402046,0.0008388423577695562,0.0011011681789128047,0.00010456312923093088,0.0009868885668812774,0.0063396076385822155
Adarladorri,0.00023389756741370576,0.00028221120754877573,0.0015052825831203748,0.0003528762912502587,0.000557328629960427,0.0003339205588754183,0.0008429183330499771,0.0010539934504415998,0.00010386540221015319,0.0010705218213014325,0.006336815845172123
Indexy,0.00022973609719623432,0.0002685791396546102,0.0012735145075509309,0.00042180940422835076,0.0004677836849240549,0.0003283346283255027,0.0009188560954238702,0.0011216228452758325,0.00010126074589454196,0.0011777801439555092,0.006309277292429439
이잉하지마세요,0.00022212916124844513,0.00027791742827406576,0.001206937818576739,0.0003363022206553385,0.0004597683389398435,0.0003075259160789319,0.0008018148323528822,0.0017043363495130304,0.00010196679179508884,0.0008856367759111791,0.006304335633345545
belt ginger army,0.00024038063076979178,0.00030225430250778457,0.0012537248585983783,0.00035916533130756113,0.0005596507565387012,0.00034771082231607693,0.0008081738725663882,0.0013659473838788176,0.00010501321963701594,0.0009432527713565603,0.006285273949477076
otamegane,0.0002203779948839461,0.00025526223862814624,0.0011121932257579506,0.00045085286294116667,0.0004382045239196964,0.000313386962045941,0.0009161015726334193,0.0010366475077796288,9.897762243447595e-05,0.0014283986182632624,0.0062704031292876335
NapoIeon Hill,0.0002440565166151757,0.000300565792001746,0.0010707661289172938,0.00043552978435630667,0.0005300648416109139,0.00037026329158748995,0.0008611039991297048,0.0013066435898107086,0.00010380819516560833,0.001045454370382367,0.006268256509577314
clover7,0.0002435295857247057,0.00030004230638462084,0.001252656632056874,0.0003787815704883548,0.0005635644319733034,0.00034869537881108953,0.0007985317583398343,0.0012881313593446004,0.00010489716558231635,0.0009832923912036146,0.006262122579909314
Sebekx,0.00021146079538330223,0.00024353456484454367,0.0010132089936313396,0.00046878848820322073,0.0003968289388435237,0.00029811617287631083,0.0009566114128187488,0.0010241978506104479,9.697682213279895e-05,0.0015113081576455163,0.006221032196989752
hysteria x0,0.00021619865924426052,0.00024958385535159657,0.001026393255007744,0.0004652993920265927,0.00041875981552394925,0.0003089696138285628,0.0009315591893029647,0.0009865324979555167,9.797019120982373e-05,0.001454419730628063,0.006155686200079074
ZaltHate,0.0002265410548189502,0.0002650565053329361,0.0009186904777403254,0.0005490799645794425,0.00042095285630391514,0.00037093919092715097,0.0012135831331951123,0.0009358523254069768,9.941088876958996e-05,0.0011406217632742052,0.006140728160348606
Tutsz,0.00020103287320550153,0.00023799182571561934,0.0008431480392845556,0.00045021884819553513,0.000351814505430106,0.0003158784407779479,0.0016293269978418163,0.0009212562684555512,9.517007323422786e-05,0.001070927409161871,0.006116765281302732
BilIy Butcher1,0.0002439702422569977,0.00029659601201397005,0.001301796654319352,0.00037001884407731445,0.0005691296344487736,0.0003513759466521387,0.0008026027777074019,0.001061274743852407,0.00010535462394887771,0.0009571797610210291,0.006059299240298263
Wirko,0.0002421824978566768,0.0002905986334993293,0.0013218802918317063,0.0003605332862636492,0.0005916558014384136,0.000345394508726791,0.000792419712209192,0.0010050870670519727,0.0001050344052347068,0.0009699847691976012,0.006024770973310039
nigs lungz,0.00023566750989410662,0.000292722234322039,0.0012031674930270374,0.0003454994367688702,0.000564367919579565,0.0003344992337890303,0.0007722100692830884,0.0012022998894019054,0.00010434232679939956,0.0009371947386457651,0.005991970851510806
l º w º I,0.0002522952548118799,0.00030344087491985915,0.0011132129023161247,0.00041116564267484635,0.0005977054488825003,0.000380946503636945,0.000819696658785939,0.001011879904426278,0.00010556878583858267,0.0009780668136636997,0.005973978789956655
Nem9,0.0002528667951122554,0.00030855184378632126,0.0011343429942245642,0.0003886597470405486,0.0006235575113579366,0.00038527548527383774,0.0008057852444753183,0.0009872615069067532,0.00010626433041096756,0.0009366039134861218,0.005929169372074625
TINIDOR KUTSARA,0.00024148782305704927,0.0002926529186139253,0.0012790586763220609,0.0003443730760804819,0.000609778802798541,0.0003465677867814618,0.0007788066071726913,0.0009678553140575529,0.00010547401712172175,0.0009169876848468456,0.005883042706852332
Washin,0.00022484269769874966,0.0002865184072582771,0.0009428579498083796,0.00037736673242428747,0.000448944213168065,0.00034247462409857404,0.0008649621193105358,0.001376564756376037,0.00010151295033243366,0.0008710646631636714,0.005837109113639011
Τoffe,0.00024555674229396394,0.00028820787715178655,0.0009689334167442466,0.0004815471374474462,0.0005154692782380018,0.0003731326026747487,0.0008320466143354472,0.0009354044514501224,0.00010332450439522788,0.0010409765521458638,0.005784599176876855
FA Ramune,0.0002454617699318761,0.00029727385106071016,0.0011902771857745136,0.00035344121069757106,0.0006287752712510614,0.00035200886639213914,0.0007498357941773262,0.0009555287381963471,0.00010582187825950904,0.0009057919651614943,0.0057842165309025485
lolfalcon02,0.00019842057903372232,0.00024406711611552027,0.0008805919456067553,0.00035591649836595334,0.0003657040612628528,0.0002722209928871071,0.0008118477883655601,0.0015868758226053633,9.59498514220798e-05,0.0009597906146260839,0.005771385270290998
Spyware,0.00024489434602024637,0.0002967050180144883,0.0012117345276910084,0.000345915348287789,0.0006296062891080286,0.00035286237595468525,0.0007533591745534009,0.0009217752753995853,0.00010602825484830652,0.000880991201449192,0.005743871811326731
Ilyich Ulianov1,0.0004204419833914163,0.0005399553338737558,0.00038641135107486647,0.00027534887381435585,0.002370075562703085,0.0005264041546216263,0.0003387517506037708,0.0003734272046744133,0.00013133123903841755,0.0003523495877437005,0.005714497041539408
Grevzin,0.0004142665850628174,0.0005463732041006333,0.00040449828211646207,0.0002821196215366824,0.002289605169744324,0.0005336919368952601,0.00035235144404577193,0.00039257625096283504,0.00013008504493078346,0.0003656703325021608,0.00571123787189773
DlPLEX,0.00020280701657654024,0.00023284252282461897,0.000837988042853753,0.0004996574328523268,0.00035609761525050114,0.0002864168185873912,0.0009812175586286188,0.0009368580103366785,9.49108339318844e-05,0.0012649303470881183,0.0056937261989304325
nursena yener1,0.00021438723673292695,0.00024659270882952206,0.0007725687582431788,0.0006419169369750556,0.0003730355096681987,0.00033541804530449944,0.0010630662681235562,0.0008401895916375278,9.647741771802763e-05,0.0011098371421373978,0.005693489615369892
WD NOMA,0.0002476971446850633,0.0002901847051677486,0.0009031387054885025,0.0005143525211262999,0.0005043535334685779,0.0003884016591746198,0.0008379665617579125,0.0008946272025863685,0.000103332862282448,0.0009846134022436378,0.00566866829798118
VNR LUKA,0.0002555772618032881,0.0003050623288331215,0.0009015040865682835,0.0004826525937821502,0.0005449572949985158,0.00040693010416777907,0.0007995408587474153,0.000902161032159617,0.00010501663688069626,0.0009082524045274957,0.005611654602468362
Copý,0.00020253279699512618,0.0002416774399103821,0.0007508465009120589,0.0005025411542250202,0.0003484489721932033,0.0003082266082822123,0.0010922457047634925,0.0010035315491721721,9.49537407266431e-05,0.001026383226728513,0.005571387693908823
Hauz,0.0002360673487274069,0.0002812139981443789,0.0007832442009517293,0.000584723379871726,0.0004384951121427389,0.00038782891076021177,0.0008879050955596818,0.0009157884167580924,0.0001008402242988322,0.0009338369953108495,0.005549943682525648
Egzod,0.0002683732196936926,0.0003227570067831836,0.0009075621534120088,0.00040960575515524964,0.0006710931337390114,0.00042322344979669075,0.000722737844189542,0.0008315876395854067,0.00010795962597902499,0.0007902005359583916,0.005455100364292202
6두콩,0.0002596822886881797,0.0003127439549787528,0.0009731809547300039,0.0003808783662473039,0.0006256450988674472,0.0003775324792443431,0.0007064530115687357,0.0008982566870701547,0.00010742969015505277,0.0008015960487951242,0.005443398580345098
MS IRREGULAR,0.00037018978555093684,0.00048196263060739015,0.0004283529562357049,0.00027054380829987765,0.002148940119585774,0.0004607725364921218,0.0003646929797554194,0.00040952793315695137,0.00012808230978362324,0.0003782523957703608,0.00544131745523816
Mát,0.0002473391056897683,0.0003014061007541288,0.0010997682103600372,0.0003289931207030771,0.0006510227955428391,0.0003495807037161638,0.000696372223435427,0.00086590722103094,0.00010715036251832339,0.0007905468589803294,0.005438086702731035
제리ll,0.00023922128694542496,0.0002890301028748087,0.0011554777153262375,0.00032784172254478176,0.0005567234971678455,0.00033505241804166673,0.0007289510358650056,0.0008964265691838565,0.00010573008741970599,0.0007932866137395294,0.005427741049108863
cứu Diễm My đi,0.0003803205190813771,0.0004894268515859248,0.00042713274833533385,0.0002880297966679239,0.002048119253579973,0.0004943205418102149,0.0003646236370355354,0.00041414062579719885,0.00012621160156810814,0.00038442322245411476,0.005416748797915705
LowKeySavagé,0.0002619727804029131,0.00031548168141157495,0.0009576028741929304,0.0003832301602463949,0.000668252726627763,0.0003794682582085253,0.0006774790880017669,0.0008467208725221574,0.00010777056793239146,0.0008090424773268847,0.005407021486873302
경기도광주이상민,0.0002587344514722546,0.0003152000838190322,0.0009347043194258902,0.0003863364947999747,0.0005895789331078534,0.00042931241663883145,0.0008000279072734823,0.0008215518295362059,0.0001073272282680689,0.0007634493027487295,0.005406222967090323
Firn,0.00025048158367211855,0.00030830692273912236,0.0010607863170346852,0.00033278110374053904,0.0006646848287258715,0.00035776476375144734,0.0006857780245148051,0.0008503492438898355,0.00010776598732586565,0.0007803857799522487,0.005399084555346538
Aloned2,0.00026011163481990345,0.0003250550346873499,0.0009770629109101157,0.00034939643415368357,0.0006801651424780786,0.0004001118718018409,0.0007079995845560601,0.000832807978676887,0.00010882698842041072,0.0007483599534108474,0.005389897533915177
jojongsa,0.00041083791611669525,0.0005261158674202029,0.0004208747854030362,0.0003138368724883816,0.0017929695722156739,0.0006157092630999499,0.0003770682814184441,0.0004164715177635353,0.0001265846515050644,0.00038929070606283736,0.005389759433493821
Nagito,0.0003535444462994938,0.0004437891321922294,0.00045645400065754196,0.0002860049715747622,0.0020434597152363464,0.00045697061496531176,0.0003812987379611901,0.000433699945327441,0.00012395464425803978,0.0004042847855870077,0.005383460994059364
RISE nZ,0.00043091170184625193,0.0005539956654070014,0.00039142290219332145,0.0002869482299551644,0.0019053414911339845,0.000592297962185848,0.00034782822268269005,0.0003801869791624811,0.0001306490682162476,0.0003584156292283997,0.00537799785201139
バス乗りかっくん,0.0002511099244019694,0.0003059822865999286,0.0010372203413289718,0.00033303740341189,0.0006838777607139258,0.00035829652102949903,0.0006813909429539601,0.0008347789369440268,0.00010758952564000821,0.0007792982193189958,0.005372581862343176
